"Cage","Counter","Sample_Order","Date","Week","Temperature","Richness","Composition","AOP2","AOP2.gsoh","Col","gsm1","No_Plants","Mummy_raw","Ptoids_raw","BRBR_Survival","BRBR","LYER_Survival","LYER","Mummy_Ptoids_Survival","Mummy_Ptoids"
"53","DTV","45","2018-07-24","8","23 C","4","Poly","1","1","1","1","8","183","16","0","0","1","45","1","199"
"28","DTV","46","2018-07-24","8","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","0","3","NA","NA","0","0","1","3"
"10","DTV","47","2018-07-24","8","20 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","0","0","NA","NA","NA","NA","0","0"
"22","DTV","48","2018-07-24","8","20 C","1","AOP2.gsoh","0","1","0","0","8","0","0","NA","NA","1","0","0","0"
"5","DTV","49","2018-07-24","8","20 C","1","gsm1","0","0","0","1","8","0","31","0","0","1","0","1","31"
"1","DTV","50","2018-07-24","8","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","0","NA","NA","NA","NA","0","0"
"19","DTV","51","2018-07-24","8","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","2","NA","NA","NA","NA","1","2"
"29","DTV","52","2018-07-24","8","20 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","0","0","NA","NA","1","20","1","0"
"4","DTV","53","2018-07-24","8","20 C","1","AOP2","1","0","0","0","8","2","0","NA","NA","1","0","1","2"
"30","DTV","54","2018-07-24","8","20 C","2","Col_gsm1","0","0","1","1","8","22","52","0","0","1","5","1","74"
"13","DTV","55","2018-07-24","8","20 C","4","Poly","1","1","1","1","8","3","3","NA","NA","1","0","1","6"
"14","DTV","56","2018-07-24","8","20 C","1","Col","0","0","1","0","8","6","61","0","0","1","0","1","67"
"7","DTV","57","2018-07-24","8","20 C","4","Poly","1","1","1","1","8","0","0","NA","NA","1","5","0","0"
"25","DTV","58","2018-07-24","8","20 C","1","AOP2","1","0","0","0","8","2","0","NA","NA","0","0","1","2"
"11","DTV","59","2018-07-24","8","20 C","2","gsm1_AOP2","1","0","0","1","8","0","0","NA","NA","NA","NA","0","0"
"15","DTV","60","2018-07-24","8","20 C","1","AOP2.gsoh","0","1","0","0","8","0","2","NA","NA","1","0","1","2"
"24","DTV","1","2018-07-31","9","20 C","1","gsm1","0","0","0","1","8","0","0","NA","NA","NA","NA","0","0"
"18","DTV","2","2018-07-31","9","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","0","0","NA","NA","1","5","1","0"
"28","DTV","3","2018-07-31","9","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","0","0","NA","NA","NA","NA","0","0"
"20","DTV","4","2018-07-31","9","20 C","2","gsm1_AOP2","1","0","0","1","8","0","0","NA","NA","1","55","1","0"
"26","DTV","5","2018-07-31","9","20 C","1","Col","0","0","1","0","8","0","0","NA","NA","NA","NA","0","0"
"9","DTV","6","2018-07-31","9","20 C","2","Col_gsm1","0","0","1","1","8","0","0","NA","NA","1","0","1","0"
"10","DTV","7","2018-07-31","9","20 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","0","0","NA","NA","NA","NA","NA","NA"
"2","DTV","8","2018-07-31","9","20 C","4","Poly","1","1","1","1","8","0","1","0","0","0","0","1","1"
"27","DTV","9","2018-07-31","9","20 C","2","Col_AOP2","1","0","1","0","8","0","1","NA","NA","NA","NA","1","1"
"22","DTV","10","2018-07-31","9","20 C","1","AOP2.gsoh","0","1","0","0","8","0","0","NA","NA","1","30","NA","NA"
"5","DTV","11","2018-07-31","9","20 C","1","gsm1","0","0","0","1","8","0","2","NA","NA","1","0","1","2"
"23","DTV","12","2018-07-31","9","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","1","1","NA","NA","1","0","1","2"
"8","DTV","13","2018-07-31","9","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","0","0","NA","NA","NA","NA","NA","NA"
"12","DTV","14","2018-07-31","9","20 C","4","Poly","1","1","1","1","8","0","0","NA","NA","1","5","1","0"
"21","DTV","15","2018-07-31","9","20 C","2","Col_AOP2","1","0","1","0","8","0","0","NA","NA","NA","NA","NA","NA"
"16","DTV","16","2018-07-31","9","20 C","2","Col_gsm1","0","0","1","1","8","0","0","NA","NA","NA","NA","0","0"
"45","DTV","17","2018-07-31","9","23 C","2","Col_gsm1","0","0","1","1","8","0","2","NA","NA","1","0","1","2"
"56","DTV","18","2018-07-31","9","23 C","1","AOP2.gsoh","0","1","0","0","8","0","0","NA","NA","NA","NA","NA","NA"
"41","DTV","19","2018-07-31","9","23 C","2","Col_AOP2","1","0","1","0","8","0","2","NA","NA","1","0","1","2"
"44","DTV","20","2018-07-31","9","23 C","1","AOP2","1","0","0","0","8","0","0","NA","NA","NA","NA","NA","NA"
"57","DTV","21","2018-07-31","9","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","0","NA","NA","NA","NA","0","0"
"37","DTV","22","2018-07-31","9","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","0","0","NA","NA","1","0","1","0"
"60","DTV","23","2018-07-31","9","23 C","2","gsm1_AOP2","1","0","0","1","8","0","0","NA","NA","NA","NA","NA","NA"
"40","DTV","24","2018-07-31","9","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","0","0","NA","NA","1","25","1","0"
"53","DTV","25","2018-07-31","9","23 C","4","Poly","1","1","1","1","8","0","0","NA","NA","1","5","1","0"
"51","DTV","26","2018-07-31","9","23 C","1","gsm1","0","0","0","1","8","0","0","NA","NA","NA","NA","NA","NA"
"34","DTV","27","2018-07-31","9","23 C","2","Col_AOP2.gsoh","0","1","1","0","8","0","0","NA","NA","1","0","0","0"
"39","DTV","28","2018-07-31","9","23 C","1","gsm1","0","0","0","1","8","0","0","NA","NA","1","0","0","0"
"52","DTV","29","2018-07-31","9","23 C","1","AOP2","1","0","0","0","8","0","3","NA","NA","1","0","1","3"
"36","DTV","30","2018-07-31","9","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","0","0","NA","NA","1","0","1","0"
"42","DTV","31","2018-07-31","9","23 C","2","Col_AOP2","1","0","1","0","8","0","0","NA","NA","NA","NA","NA","NA"
"58","DTV","32","2018-07-31","9","23 C","2","Col_AOP2.gsoh","0","1","1","0","8","1","1","NA","NA","1","0","1","2"
"43","DTV","33","2018-07-31","9","23 C","4","Poly","1","1","1","1","8","1","3","NA","NA","1","0","1","4"
"15","DTV","34","2018-07-31","9","20 C","1","AOP2.gsoh","0","1","0","0","8","0","0","NA","NA","1","0","1","0"
"17","DTV","35","2018-07-31","9","20 C","2","gsm1_AOP2","1","0","0","1","8","0","0","NA","NA","1","0","0","0"
"19","DTV","36","2018-07-31","9","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","0","NA","NA","NA","NA","0","0"
"25","DTV","37","2018-07-31","9","20 C","1","AOP2","1","0","0","0","8","0","2","NA","NA","NA","NA","1","2"
"14","DTV","38","2018-07-31","9","20 C","1","Col","0","0","1","0","8","0","5","NA","NA","1","0","1","5"
"13","DTV","39","2018-07-31","9","20 C","4","Poly","1","1","1","1","8","0","2","NA","NA","1","5","1","2"
"1","DTV","40","2018-07-31","9","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","0","NA","NA","NA","NA","NA","NA"
"30","DTV","41","2018-07-31","9","20 C","2","Col_gsm1","0","0","1","1","8","0","4","NA","NA","1","0","1","4"
"6","DTV","42","2018-07-31","9","20 C","2","Col_AOP2","1","0","1","0","8","0","4","NA","NA","1","0","1","4"
"29","DTV","43","2018-07-31","9","20 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","0","0","NA","NA","1","35","1","0"
"4","DTV","44","2018-07-31","9","20 C","1","AOP2","1","0","0","0","8","0","0","NA","NA","1","15","0","0"
"7","DTV","45","2018-07-31","9","20 C","4","Poly","1","1","1","1","8","0","0","NA","NA","0","0","NA","NA"
"11","DTV","46","2018-07-31","9","20 C","2","gsm1_AOP2","1","0","0","1","8","0","0","NA","NA","NA","NA","NA","NA"
"3","DTV","47","2018-07-31","9","20 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","0","0","NA","NA","NA","NA","NA","NA"
"31","DTV","48","2018-07-31","9","23 C","2","gsm1_AOP2","1","0","0","1","8","0","2","NA","NA","1","0","1","2"
"46","DTV","49","2018-07-31","9","23 C","4","Poly","1","1","1","1","8","0","0","NA","NA","1","60","NA","NA"
"50","DTV","50","2018-07-31","9","23 C","2","Col_AOP2","1","0","1","0","8","6","9","NA","NA","1","10","1","15"
"55","DTV","51","2018-07-31","9","23 C","2","Col_AOP2.gsoh","0","1","1","0","8","1","2","NA","NA","NA","NA","1","3"
"54","DTV","52","2018-07-31","9","23 C","1","AOP2.gsoh","0","1","0","0","8","27","0","NA","NA","1","790","1","27"
"35","DTV","53","2018-07-31","9","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","0","NA","NA","1","15","NA","NA"
"47","DTV","54","2018-07-31","9","23 C","2","gsm1_AOP2","1","0","0","1","8","0","5","NA","NA","1","5","1","5"
"38","DTV","55","2018-07-31","9","23 C","4","Poly","1","1","1","1","8","0","1","NA","NA","1","25","1","1"
"33","DTV","56","2018-07-31","9","23 C","1","Col","0","0","1","0","8","4","2","NA","NA","1","5","1","6"
"49","DTV","57","2018-07-31","9","23 C","2","Col_gsm1","0","0","1","1","8","0","0","NA","NA","1","0","1","0"
"32","DTV","58","2018-07-31","9","23 C","1","Col","0","0","1","0","8","0","0","NA","NA","1","5","1","0"
"59","DTV","59","2018-07-31","9","23 C","2","Col_gsm1","0","0","1","1","8","0","0","NA","NA","1","10","1","0"
"48","DTV","60","2018-07-31","9","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","0","NA","NA","1","5","0","0"
"13","DTV","1","2018-08-07","10","20 C","4","Poly","1","1","1","1","8","0","1","NA","NA","1","0","1","1"
"19","DTV","2","2018-08-07","10","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","0","NA","NA","NA","NA","NA","NA"
"14","DTV","3","2018-08-07","10","20 C","1","Col","0","0","1","0","8","0","0","NA","NA","1","0","0","0"
"17","DTV","4","2018-08-07","10","20 C","2","gsm1_AOP2","1","0","0","1","8","0","0","NA","NA","1","0","NA","NA"
"7","DTV","5","2018-08-07","10","20 C","4","Poly","1","1","1","1","8","0","0","NA","NA","NA","NA","NA","NA"
"15","DTV","6","2018-08-07","10","20 C","1","AOP2.gsoh","0","1","0","0","8","0","1","NA","NA","1","5","1","1"
"11","DTV","7","2018-08-07","10","20 C","2","gsm1_AOP2","1","0","0","1","8","0","0","NA","NA","NA","NA","NA","NA"
"1","DTV","8","2018-08-07","10","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","0","NA","NA","NA","NA","NA","NA"
"29","DTV","9","2018-08-07","10","20 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","0","0","NA","NA","1","45","1","0"
"6","DTV","10","2018-08-07","10","20 C","2","Col_AOP2","1","0","1","0","8","0","0","NA","NA","1","0","1","0"
"25","DTV","11","2018-08-07","10","20 C","1","AOP2","1","0","0","0","8","0","0","NA","NA","NA","NA","0","0"
"4","DTV","12","2018-08-07","10","20 C","1","AOP2","1","0","0","0","8","0","0","NA","NA","1","55","NA","NA"
"30","DTV","13","2018-08-07","10","20 C","2","Col_gsm1","0","0","1","1","8","0","0","NA","NA","1","0","1","0"
"21","DTV","14","2018-08-07","10","20 C","2","Col_AOP2","1","0","1","0","8","0","0","NA","NA","NA","NA","NA","NA"
"16","DTV","15","2018-08-07","10","20 C","2","Col_gsm1","0","0","1","1","8","0","0","NA","NA","NA","NA","NA","NA"
"27","DTV","16","2018-08-07","10","20 C","2","Col_AOP2","1","0","1","0","8","0","0","NA","NA","NA","NA","0","0"
"22","DTV","17","2018-08-07","10","20 C","1","AOP2.gsoh","0","1","0","0","8","0","0","NA","NA","1","550","NA","NA"
"26","DTV","18","2018-08-07","10","20 C","1","Col","0","0","1","0","8","0","0","NA","NA","NA","NA","NA","NA"
"18","DTV","19","2018-08-07","10","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","0","1","NA","NA","1","5","1","1"
"5","DTV","20","2018-08-07","10","20 C","1","gsm1","0","0","0","1","8","0","0","NA","NA","1","0","1","0"
"20","DTV","21","2018-08-07","10","20 C","2","gsm1_AOP2","1","0","0","1","8","0","0","NA","NA","1","755","1","0"
"3","DTV","22","2018-08-07","10","20 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","0","0","NA","NA","NA","NA","NA","NA"
"2","DTV","23","2018-08-07","10","20 C","4","Poly","1","1","1","1","8","0","2","NA","NA","NA","NA","1","2"
"28","DTV","24","2018-08-07","10","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","0","0","NA","NA","NA","NA","NA","NA"
"10","DTV","25","2018-08-07","10","20 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","0","0","NA","NA","NA","NA","NA","NA"
"24","DTV","26","2018-08-07","10","20 C","1","gsm1","0","0","0","1","8","0","0","NA","NA","NA","NA","NA","NA"
"9","DTV","27","2018-08-07","10","20 C","2","Col_gsm1","0","0","1","1","8","0","0","NA","NA","1","0","1","0"
"8","DTV","28","2018-08-07","10","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","0","0","NA","NA","NA","NA","NA","NA"
"23","DTV","29","2018-08-07","10","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","1","1","NA","NA","1","20","1","2"
"12","DTV","30","2018-08-07","10","20 C","4","Poly","1","1","1","1","8","2","0","NA","NA","1","70","1","2"
"39","DTV","31","2018-08-07","10","23 C","1","gsm1","0","0","0","1","8","0","0","NA","NA","1","50","NA","NA"
"41","DTV","32","2018-08-07","10","23 C","2","Col_AOP2","1","0","1","0","8","0","0","NA","NA","1","0","0","0"
"52","DTV","33","2018-08-07","10","23 C","1","AOP2","1","0","0","0","8","0","1","NA","NA","1","0","1","1"
"36","DTV","34","2018-08-07","10","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","0","0","NA","NA","1","40","1","0"
"60","DTV","35","2018-08-07","10","23 C","2","gsm1_AOP2","1","0","0","1","8","0","0","NA","NA","NA","NA","NA","NA"
"43","DTV","36","2018-08-07","10","23 C","4","Poly","1","1","1","1","8","0","0","NA","NA","1","10","1","0"
"44","DTV","37","2018-08-07","10","23 C","1","AOP2","1","0","0","0","8","0","0","NA","NA","NA","NA","NA","NA"
"53","DTV","38","2018-08-07","10","23 C","4","Poly","1","1","1","1","8","0","0","NA","NA","1","0","1","0"
"45","DTV","39","2018-08-07","10","23 C","2","Col_gsm1","0","0","1","1","8","0","2","NA","NA","1","5","1","2"
"37","DTV","40","2018-08-07","10","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","5","0","NA","NA","1","130","1","5"
"40","DTV","41","2018-08-07","10","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","4","0","NA","NA","1","330","1","4"
"42","DTV","42","2018-08-07","10","23 C","2","Col_AOP2","1","0","1","0","8","0","0","NA","NA","NA","NA","NA","NA"
"51","DTV","43","2018-08-07","10","23 C","1","gsm1","0","0","0","1","8","0","0","NA","NA","NA","NA","NA","NA"
"56","DTV","44","2018-08-07","10","23 C","1","AOP2.gsoh","0","1","0","0","7","0","0","NA","NA","NA","NA","NA","NA"
"58","DTV","45","2018-08-07","10","23 C","2","Col_AOP2.gsoh","0","1","1","0","7","0","2","NA","NA","1","5","1","2"
"57","DTV","46","2018-08-07","10","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","0","NA","NA","NA","NA","NA","NA"
"34","DTV","47","2018-08-07","10","23 C","2","Col_AOP2.gsoh","0","1","1","0","8","0","0","NA","NA","1","5","NA","NA"
"35","DTV","48","2018-08-07","10","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","0","NA","NA","1","95","NA","NA"
"47","DTV","49","2018-08-07","10","23 C","2","gsm1_AOP2","1","0","0","1","8","15","2","NA","NA","1","105","1","17"
"31","DTV","50","2018-08-07","10","23 C","2","gsm1_AOP2","1","0","0","1","8","0","0","NA","NA","1","0","1","0"
"33","DTV","51","2018-08-07","10","23 C","1","Col","0","0","1","0","8","0","0","NA","NA","1","0","0","0"
"59","DTV","52","2018-08-07","10","23 C","2","Col_gsm1","0","0","1","1","8","0","0","NA","NA","1","25","1","0"
"48","DTV","53","2018-08-07","10","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","0","NA","NA","1","0","NA","NA"
"46","DTV","54","2018-08-07","10","23 C","4","Poly","1","1","1","1","8","0","0","NA","NA","1","930","NA","NA"
"32","DTV","55","2018-08-07","10","23 C","1","Col","0","0","1","0","8","1","0","NA","NA","1","0","1","1"
"54","DTV","56","2018-08-07","10","23 C","1","AOP2.gsoh","0","1","0","0","8","0","0","NA","NA","1","1005","1","0"
"38","DTV","57","2018-08-07","10","23 C","4","Poly","1","1","1","1","8","6","2","NA","NA","1","10","1","8"
"49","DTV","58","2018-08-07","10","23 C","2","Col_gsm1","0","0","1","1","8","0","0","NA","NA","1","0","1","0"
"55","DTV","59","2018-08-07","10","23 C","2","Col_AOP2.gsoh","0","1","1","0","7","0","0","NA","NA","NA","NA","0","0"
"50","DTV","60","2018-08-07","10","23 C","2","Col_AOP2","1","0","1","0","8","0","0","NA","NA","1","0","1","0"
"15","DTV","1","2018-08-14","11","20 C","1","AOP2.gsoh","0","1","0","0","8","0","0","NA","NA","1","5","1","0"
"31","DTV","2","2018-08-14","11","23 C","2","gsm1_AOP2","1","0","0","1","8","0","0","NA","NA","1","0","1","0"
"6","DTV","3","2018-08-14","11","20 C","2","Col_AOP2","1","0","1","0","8","0","0","NA","NA","1","5","1","0"
"49","DTV","4","2018-08-14","11","23 C","2","Col_gsm1","0","0","1","1","8","0","0","NA","NA","1","10","1","0"
"8","DTV","5","2018-08-14","11","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","0","0","NA","NA","NA","NA","NA","NA"
"44","DTV","6","2018-08-14","11","23 C","1","AOP2","1","0","0","0","8","0","0","NA","NA","NA","NA","NA","NA"
"1","DTV","7","2018-08-14","11","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","0","NA","NA","NA","NA","NA","NA"
"56","DTV","8","2018-08-14","11","23 C","1","AOP2.gsoh","0","1","0","0","8","0","0","NA","NA","NA","NA","NA","NA"
"26","DTV","9","2018-08-14","11","20 C","1","Col","0","0","1","0","8","0","0","NA","NA","NA","NA","NA","NA"
"57","DTV","10","2018-08-14","11","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","0","NA","NA","NA","NA","NA","NA"
"17","DTV","11","2018-08-14","11","20 C","2","gsm1_AOP2","1","0","0","1","8","0","0","NA","NA","1","20","NA","NA"
"59","DTV","12","2018-08-14","11","23 C","2","Col_gsm1","0","0","1","1","8","0","3","NA","NA","1","630","1","3"
"28","DTV","13","2018-08-14","11","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","0","0","NA","NA","NA","NA","NA","NA"
"42","DTV","14","2018-08-14","11","23 C","2","Col_AOP2","1","0","1","0","8","0","0","NA","NA","NA","NA","NA","NA"
"22","DTV","15","2018-08-14","11","20 C","1","AOP2.gsoh","0","1","0","0","8","0","0","NA","NA","1","1025","NA","NA"
"34","DTV","16","2018-08-14","11","23 C","2","Col_AOP2.gsoh","0","1","1","0","8","0","0","NA","NA","1","650","NA","NA"
"37","DTV","17","2018-08-14","11","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","26","5","NA","NA","1","595","1","31"
"12","DTV","18","2018-08-14","11","20 C","4","Poly","1","1","1","1","8","6","9","NA","NA","1","210","1","15"
"36","DTV","19","2018-08-14","11","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","9","7","NA","NA","1","280","1","16"
"2","DTV","20","2018-08-14","11","20 C","4","Poly","1","1","1","1","8","0","0","NA","NA","NA","NA","0","0"
"48","DTV","21","2018-08-14","11","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","0","NA","NA","1","335","NA","NA"
"18","DTV","22","2018-08-14","11","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","2","1","NA","NA","1","35","1","3"
"47","DTV","23","2018-08-14","11","23 C","2","gsm1_AOP2","1","0","0","1","8","8","19","NA","NA","1","45","1","27"
"5","DTV","24","2018-08-14","11","20 C","1","gsm1","0","0","0","1","8","0","0","NA","NA","1","5","1","0"
"35","DTV","25","2018-08-14","11","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","0","NA","NA","1","1115","NA","NA"
"29","DTV","26","2018-08-14","11","20 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","38","2","NA","NA","1","250","1","40"
"33","DTV","27","2018-08-14","11","23 C","1","Col","0","0","1","0","8","0","0","NA","NA","1","260","NA","NA"
"24","DTV","28","2018-08-14","11","20 C","1","gsm1","0","0","0","1","8","0","0","NA","NA","NA","NA","NA","NA"
"32","DTV","29","2018-08-14","11","23 C","1","Col","0","0","1","0","8","4","5","NA","NA","1","410","1","9"
"3","DTV","30","2018-08-14","11","20 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","0","0","NA","NA","NA","NA","NA","NA"
"45","DTV","31","2018-08-14","11","23 C","2","Col_gsm1","0","0","1","1","8","3","9","NA","NA","1","10","1","12"
"4","DTV","32","2018-08-14","11","20 C","1","AOP2","1","0","0","0","8","0","0","NA","NA","1","990","NA","NA"
"52","DTV","33","2018-08-14","11","23 C","1","AOP2","1","0","0","0","8","0","0","NA","NA","1","10","0","0"
"10","DTV","34","2018-08-14","11","20 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","0","0","NA","NA","NA","NA","NA","NA"
"38","DTV","35","2018-08-14","11","23 C","4","Poly","1","1","1","1","8","40","25","NA","NA","1","125","1","65"
"30","DTV","36","2018-08-14","11","20 C","2","Col_gsm1","0","0","1","1","8","0","0","NA","NA","1","0","1","0"
"23","DTV","37","2018-08-14","11","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","5","NA","NA","1","5","1","5"
"55","DTV","38","2018-08-14","11","23 C","2","Col_AOP2.gsoh","0","1","1","0","8","0","0","NA","NA","NA","NA","NA","NA"
"14","DTV","39","2018-08-14","11","20 C","1","Col","0","0","1","0","8","0","0","NA","NA","1","0","NA","NA"
"39","DTV","40","2018-08-14","11","23 C","1","gsm1","0","0","0","1","8","0","0","NA","NA","1","380","NA","NA"
"60","DTV","41","2018-08-14","11","23 C","2","gsm1_AOP2","1","0","0","1","8","0","0","NA","NA","NA","NA","NA","NA"
"20","DTV","42","2018-08-14","11","20 C","2","gsm1_AOP2","1","0","0","1","8","1","36","NA","NA","1","1260","1","37"
"53","DTV","43","2018-08-14","11","23 C","4","Poly","1","1","1","1","8","0","0","NA","NA","1","60","1","0"
"27","DTV","44","2018-08-14","11","20 C","2","Col_AOP2","1","0","1","0","8","0","0","NA","NA","NA","NA","NA","NA"
"46","DTV","45","2018-08-14","11","23 C","4","Poly","1","1","1","1","8","0","0","NA","NA","1","1335","NA","NA"
"9","DTV","46","2018-08-14","11","20 C","2","Col_gsm1","0","0","1","1","8","11","0","NA","NA","1","230","1","11"
"50","DTV","47","2018-08-14","11","23 C","2","Col_AOP2","1","0","1","0","8","0","3","NA","NA","1","5","1","3"
"21","DTV","48","2018-08-14","11","20 C","2","Col_AOP2","1","0","1","0","8","0","0","NA","NA","NA","NA","NA","NA"
"40","DTV","49","2018-08-14","11","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","6","28","NA","NA","1","1025","1","34"
"11","DTV","50","2018-08-14","11","20 C","2","gsm1_AOP2","1","0","0","1","8","0","0","NA","NA","NA","NA","NA","NA"
"54","DTV","51","2018-08-14","11","23 C","1","AOP2.gsoh","0","1","0","0","8","66","16","NA","NA","1","635","1","82"
"51","DTV","52","2018-08-14","11","23 C","1","gsm1","0","0","0","1","8","0","0","NA","NA","NA","NA","NA","NA"
"13","DTV","53","2018-08-14","11","20 C","4","Poly","1","1","1","1","8","0","0","NA","NA","1","5","1","0"
"58","DTV","54","2018-08-14","11","23 C","2","Col_AOP2.gsoh","0","1","1","0","8","3","3","NA","NA","1","5","1","6"
"41","DTV","55","2018-08-14","11","23 C","2","Col_AOP2","1","0","1","0","8","0","0","NA","NA","1","105","NA","NA"
"43","DTV","56","2018-08-14","11","23 C","4","Poly","1","1","1","1","8","4","0","NA","NA","1","505","1","4"
"16","DTV","57","2018-08-14","11","20 C","2","Col_gsm1","0","0","1","1","8","0","0","NA","NA","NA","NA","NA","NA"
"25","DTV","58","2018-08-14","11","20 C","1","AOP2","1","0","0","0","8","0","0","NA","NA","NA","NA","NA","NA"
"7","DTV","59","2018-08-14","11","20 C","4","Poly","1","1","1","1","8","0","0","NA","NA","NA","NA","NA","NA"
"19","DTV","60","2018-08-14","11","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","0","NA","NA","NA","NA","NA","NA"
"15","MAB","1","2018-08-14","11","20 C","1","AOP2.gsoh","0","1","0","0","8","0","0","NA","NA","1","20","1","0"
"31","MAB","2","2018-08-14","11","23 C","2","gsm1_AOP2","1","0","0","1","8","0","0","NA","NA","1","15","1","0"
"6","MAB","3","2018-08-14","11","20 C","2","Col_AOP2","1","0","1","0","8","0","0","NA","NA","1","15","1","0"
"49","MAB","4","2018-08-14","11","23 C","2","Col_gsm1","0","0","1","1","8","0","0","NA","NA","1","25","1","0"
"8","MAB","5","2018-08-14","11","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","0","0","NA","NA","NA","NA","NA","NA"
"44","MAB","6","2018-08-14","11","23 C","1","AOP2","1","0","0","0","8","0","0","NA","NA","NA","NA","NA","NA"
"1","MAB","7","2018-08-14","11","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","0","NA","NA","NA","NA","NA","NA"
"56","MAB","8","2018-08-14","11","23 C","1","AOP2.gsoh","0","1","0","0","8","0","0","NA","NA","NA","NA","NA","NA"
"26","MAB","9","2018-08-14","11","20 C","1","Col","0","0","1","0","8","0","0","NA","NA","NA","NA","NA","NA"
"57","MAB","10","2018-08-14","11","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","0","NA","NA","NA","NA","NA","NA"
"17","MAB","11","2018-08-14","11","20 C","2","gsm1_AOP2","1","0","0","1","8","0","0","NA","NA","1","25","NA","NA"
"59","MAB","12","2018-08-14","11","23 C","2","Col_gsm1","0","0","1","1","8","0","0","NA","NA","1","430","1","0"
"28","MAB","13","2018-08-14","11","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","0","0","NA","NA","NA","NA","NA","NA"
"42","MAB","14","2018-08-14","11","23 C","2","Col_AOP2","1","0","1","0","8","0","0","NA","NA","NA","NA","NA","NA"
"22","MAB","15","2018-08-14","11","20 C","1","AOP2.gsoh","0","1","0","0","8","0","0","NA","NA","1","730","NA","NA"
"34","MAB","16","2018-08-14","11","23 C","2","Col_AOP2.gsoh","0","1","1","0","8","0","0","NA","NA","1","520","NA","NA"
"37","MAB","17","2018-08-14","11","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","21","8","NA","NA","1","450","1","29"
"12","MAB","18","2018-08-14","11","20 C","4","Poly","1","1","1","1","8","2","7","NA","NA","1","180","1","9"
"36","MAB","19","2018-08-14","11","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","11","4","NA","NA","1","170","1","15"
"2","MAB","20","2018-08-14","11","20 C","4","Poly","1","1","1","1","8","0","0","NA","NA","NA","NA","0","0"
"48","MAB","21","2018-08-14","11","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","0","NA","NA","1","175","NA","NA"
"18","MAB","22","2018-08-14","11","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","1","1","NA","NA","1","40","1","2"
